Dates,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20
2018-02-28,WH IN Equity,RELG IN Equity,CANF IN Equity,FORH IN Equity,CIFC IN Equity,DMART IN Equity,BD IN Equity,AL IN Equity,ESCORTS IN Equity,JSTL IN Equity,NJCC IN Equity,MTCL IN Equity,DHANI IN Equity,HEG IN Equity,QUESS IN Equity,DBL IN Equity,PEPL IN Equity,BEPL IN Equity,HMFC IN Equity,BIOS IN Equity
2018-03-28,VKI IN Equity,TTAN IN Equity,JUBI IN Equity,HEG IN Equity,HEXW IN Equity,SHTF IN Equity,GRIL IN Equity,TV18 IN Equity,BHAFIN IN Equity,JPA IN Equity,DIVI IN Equity,DBL IN Equity,TECHM IN Equity,COFORGE IN Equity,PAG IN Equity,AL IN Equity,VOLT IN Equity,BSOFT IN Equity,MSIL IN Equity,BATA IN Equity
2018-04-30,DHANI IN Equity,MTCL IN Equity,BBTC IN Equity,GTIC IN Equity,COFORGE IN Equity,GNFC IN Equity,BD IN Equity,UBBL IN Equity,RDCK IN Equity,DEWH IN Equity,TELX IN Equity,PKI IN Equity,TPC IN Equity,RW IN Equity,FORH IN Equity,ESCORTS IN Equity,SRF IN Equity,FSOL IN Equity,EDEL IN Equity,PCBL IN Equity
2018-05-31,JUST IN Equity,GRIL IN Equity,HEG IN Equity,RCOM IN Equity,PCJL IN Equity,FSOL IN Equity,EDEL IN Equity,PGHL IN Equity,LTI IN Equity,BAF IN Equity,RDCK IN Equity,MCX IN Equity,BRIT IN Equity,BSOFT IN Equity,MPHL IN Equity,TECHM IN Equity,TPW IN Equity,DMART IN Equity,GRHF IN Equity,PAG IN Equity
2018-06-29,VKI IN Equity,HMFC IN Equity,JUBI IN Equity,PAG IN Equity,SAIL IN Equity,TELX IN Equity,JFI IN Equity,TCS IN Equity,JPA IN Equity,BRIT IN Equity,DHANI IN Equity,HEXW IN Equity,GRAN IN Equity,AJP IN Equity,PGHL IN Equity,TATACONS IN Equity,DIVI IN Equity,CIFC IN Equity,AVNT IN Equity,ARTO IN Equity
2018-07-31,ADANI IN Equity,ADE IN Equity,GTIC IN Equity,HEG IN Equity,GRAN IN Equity,SOTL IN Equity,DHANI IN Equity,GRIL IN Equity,DBL IN Equity,MCX IN Equity,BD IN Equity,DELTA IN Equity,BAF IN Equity,PCBL IN Equity,HDIL IN Equity,BIL IN Equity,CGPOWER IN Equity,VIP IN Equity,BRCM IN Equity,RNAVAL IN Equity
2018-08-31,PGHL IN Equity,KWALITY IN Equity,HDIL IN Equity,STR IN Equity,VIP IN Equity,DHANI IN Equity,UBBL IN Equity,ITI IN Equity,INFIBEAM IN Equity,RCOM IN Equity,WH IN Equity,RNAVAL IN Equity,HCC IN Equity,JSTL IN Equity,BBTC IN Equity,MTCL IN Equity,BATA IN Equity,PAG IN Equity,SRF IN Equity,ADE IN Equity
2018-09-28,BIOS IN Equity,LTI IN Equity,TCS IN Equity,INFO IN Equity,HPCL IN Equity,HEXW IN Equity,TECHM IN Equity,PAG IN Equity,ENGR IN Equity,MPHL IN Equity,BRCM IN Equity,MTCL IN Equity,AVNT IN Equity,INDUSTOW IN Equity,POWF IN Equity,JSP IN Equity,INDIGO IN Equity,BJE IN Equity,MRL IN Equity,STR IN Equity
2018-10-31,ADANI IN Equity,BRCM IN Equity,OBC IN Equity,ADE IN Equity,HEG IN Equity,ALBK IN Equity,PNB IN Equity,JETIN IN Equity,PGHL IN Equity,RELI IN Equity,CBK IN Equity,UNBK IN Equity,JI IN Equity,CANF IN Equity,BHE IN Equity,RPWR IN Equity,SUEL IN Equity,WH IN Equity,RW IN Equity,RDCK IN Equity
2018-11-30,INFIBEAM IN Equity,JETIN IN Equity,BEML IN Equity,VKI IN Equity,ITI IN Equity,VIP IN Equity,ADANI IN Equity,BPCL IN Equity,PCJL IN Equity,INDIGO IN Equity,JUBI IN Equity,NJCC IN Equity,RCOM IN Equity,STR IN Equity,PNBHOUSI IN Equity,ESCORTS IN Equity,CENT IN Equity,KJC IN Equity,IDFC IN Equity,OBC IN Equity
2018-12-31,HDIL IN Equity,UJJIVAN IN Equity,PCJL IN Equity,DCIL IN Equity,BOI IN Equity,BEML IN Equity,IHFL IN Equity,DEWH IN Equity,EQUITAS IN Equity,CGPOWER IN Equity,SREI IN Equity,BOB IN Equity,AVNT IN Equity,SNDB IN Equity,IDFCFB IN Equity,INDIGO IN Equity,KJC IN Equity,HCC IN Equity,BPCL IN Equity,IBREL IN Equity
2019-01-31,VKI IN Equity,COFORGE IN Equity,ITI IN Equity,KJC IN Equity,PGHL IN Equity,YES IN Equity,TCS IN Equity,PFIZ IN Equity,TTMT IN Equity,ABFRL IN Equity,WH IN Equity,INDIGO IN Equity,NBCC IN Equity,UJJIVAN IN Equity,TTMT/A IN Equity,JUBI IN Equity,REPCO IN Equity,STR IN Equity,OBC IN Equity,BRCM IN Equity
2019-02-28,DITV IN Equity,BRCM IN Equity,MGFL IN Equity,Z IN Equity,SUEL IN Equity,YES IN Equity,BANDHAN IN Equity,GRHF IN Equity,JSP IN Equity,MOTHERSOIN Equity,SUNTV IN Equity,BATA IN Equity,PIEL IN Equity,ABCAP IN Equity,SHTF IN Equity,DIVI IN Equity,BIL IN Equity,PRJ IN Equity,NJCC IN Equity,ABFRL IN Equity
2019-03-29,EDEL IN Equity,OBC IN Equity,REPCO IN Equity,CGPOWER IN Equity,PNB IN Equity,NJCC IN Equity,CANF IN Equity,IHFL IN Equity,GP IN Equity,IBREL IN Equity,SNDB IN Equity,BOB IN Equity,IDFC IN Equity,INDIGO IN Equity,UJJIVAN IN Equity,NBCC IN Equity,SIB IN Equity,INBK IN Equity,DCIL IN Equity,IDFCFB IN Equity
2019-04-30,PCJL IN Equity,IBREL IN Equity,VKI IN Equity,TTMT IN Equity,TTMT/A IN Equity,WPRO IN Equity,GRHF IN Equity,BANDHAN IN Equity,RINDL IN Equity,SUEL IN Equity,BRCM IN Equity,PVRL IN Equity,SRF IN Equity,INDIGO IN Equity,LVB IN Equity,ICICIGI IN Equity,DRRD IN Equity,INFOE IN Equity,SAIL IN Equity,BATA IN Equity
2019-05-31,EDEL IN Equity,JUST IN Equity,KSCL IN Equity,RPWR IN Equity,ADE IN Equity,PNBHOUSI IN Equity,FB IN Equity,ARTO IN Equity,IHFL IN Equity,MGFL IN Equity,BOB IN Equity,BD IN Equity,ADANI IN Equity,BAF IN Equity,SJET IN Equity,UJJIVAN IN Equity,BEML IN Equity,INFIBEAM IN Equity,SRF IN Equity,INDIGO IN Equity
2019-06-28,RECL IN Equity,GPL IN Equity,ALBK IN Equity,INFOE IN Equity,BATA IN Equity,TTAN IN Equity,POWF IN Equity,SRF IN Equity,DCIL IN Equity,BAF IN Equity,MOTHERSOIN Equity,PAG IN Equity,BJFIN IN Equity,JUBLPHARIN Equity,MGFL IN Equity,ABFRL IN Equity,ADANI IN Equity,DCBB IN Equity,TELX IN Equity,VIP IN Equity
2019-07-31,ADANI IN Equity,PGHL IN Equity,SJET IN Equity,CANF IN Equity,HMN IN Equity,SUNP IN Equity,HDFCAMC IN Equity,RCOM IN Equity,NAM IN Equity,BRCM IN Equity,DITV IN Equity,VKI IN Equity,INDIGO IN Equity,INFOE IN Equity,IRB IN Equity,IDFCFB IN Equity,GNP IN Equity,ZYDUSLIFIN Equity,JSP IN Equity,GPL IN Equity
2019-08-30,GP IN Equity,NAM IN Equity,JETIN IN Equity,HDFCAMC IN Equity,BATA IN Equity,BD IN Equity,WH IN Equity,DELTA IN Equity,UJJIVAN IN Equity,HDFCLIFE IN Equity,CEAT IN Equity,BBTC IN Equity,INDIGO IN Equity,ESCORTS IN Equity,OBC IN Equity,DCBB IN Equity,CANF IN Equity,BIL IN Equity,SUNP IN Equity,BPCL IN Equity
2019-09-30,CGCL IN Equity,JKPAPER IN Equity,SOTL IN Equity,BPCL IN Equity,SIEM IN Equity,BBTC IN Equity,BAF IN Equity,BEML IN Equity,PAG IN Equity,BJFIN IN Equity,TVSL IN Equity,MGFL IN Equity,IDBI IN Equity,BRGR IN Equity,BRCM IN Equity,DBL IN Equity,JUBLPHARIN Equity,KJC IN Equity,GPL IN Equity,TTAN IN Equity
2019-10-31,YES IN Equity,TTMT/A IN Equity,RPWR IN Equity,TTMT IN Equity,BFUT IN Equity,NAM IN Equity,ADE IN Equity,INFOE IN Equity,BANDHAN IN Equity,DELTA IN Equity,BRGR IN Equity,TELX IN Equity,IBREL IN Equity,MGFL IN Equity,RELI IN Equity,MCX IN Equity,SUEL IN Equity,VKI IN Equity,MOTHERSOIN Equity,SBILIFE IN Equity
2019-11-29,IDEA IN Equity,DHANI IN Equity,ADANIGR IN Equity,INDUSTOW IN Equity,IHFL IN Equity,JSP IN Equity,EDEL IN Equity,TCOM IN Equity,LTFH IN Equity,CREDAG IN Equity,IBREL IN Equity,RBK IN Equity,DEWH IN Equity,BHARTI IN Equity,HDFCAMC IN Equity,VKI IN Equity,SPADV IN Equity,GRIL IN Equity,HEG IN Equity,IDBI IN Equity
2019-12-31,IGM IN Equity,DSM IN Equity,CARE IN Equity,NMDC IN Equity,DHANI IN Equity,ADANIGR IN Equity,BRCM IN Equity,BFUT IN Equity,ISEC IN Equity,VKI IN Equity,MGFL IN Equity,TTMT IN Equity,AVNT IN Equity,MOTHERSOIN Equity,MUTH IN Equity,GUJGA IN Equity,AAVAS IN Equity,PEPL IN Equity,RELI IN Equity,WHIRL IN Equity
2020-01-31,IBREL IN Equity,WPL IN Equity,RIIL IN Equity,AMBER IN Equity,CENT IN Equity,AUBANK IN Equity,QUESS IN Equity,ESCORTS IN Equity,SPADV IN Equity,CANF IN Equity,JFI IN Equity,DIXON IN Equity,COFORGE IN Equity,GUJGA IN Equity,TATACONS IN Equity,BD IN Equity,CRIN IN Equity,IGL IN Equity,DMART IN Equity,ISEC IN Equity
2020-02-28,MIDHANI IN Equity,NFIL IN Equity,TRENT IN Equity,DN IN Equity,IGM IN Equity,ALKEM IN Equity,AUBANK IN Equity,DMART IN Equity,NAM IN Equity,GRAN IN Equity,BHARTI IN Equity,ARBP IN Equity,BIL IN Equity,SRF IN Equity,MCX IN Equity,ISEC IN Equity,BRGR IN Equity,HDFCAMC IN Equity,CRIN IN Equity,ESCORTS IN Equity
2020-03-31,ADANIGR IN Equity,BOOT IN Equity,DIXON IN Equity,AMBER IN Equity,ENGR IN Equity,NFIL IN Equity,GP IN Equity,ARBP IN Equity,IOCL IN Equity,IDEA IN Equity,ONGC IN Equity,BOS IN Equity,UNBK IN Equity,OINL IN Equity,NOCIL IN Equity,GNP IN Equity,LICHF IN Equity,GAIL IN Equity,MIDHANI IN Equity,PIEL IN Equity
2020-04-30,HEG IN Equity,GNP IN Equity,GRIL IN Equity,CESC IN Equity,WPL IN Equity,AVNT IN Equity,MOTHERSOIN Equity,IBREL IN Equity,MGFL IN Equity,JFI IN Equity,SOTL IN Equity,NJCC IN Equity,VEDL IN Equity,SAIL IN Equity,JUST IN Equity,RIIL IN Equity,ADANIGR IN Equity,IHFL IN Equity,HNDL IN Equity,IDEA IN Equity
2020-05-29,IDEA IN Equity,ICP IN Equity,JSP IN Equity,ESCORTS IN Equity,BHEL IN Equity,DELTA IN Equity,MM IN Equity,ADANIGR IN Equity,GRASIM IN Equity,AMBER IN Equity,TPWR IN Equity,Z IN Equity,ADANI IN Equity,ATGL IN Equity,CARE IN Equity,MOTHERSOIN Equity,SOTL IN Equity,DIXON IN Equity,HNDL IN Equity,QUESS IN Equity
2020-06-30,IHFL IN Equity,DHANI IN Equity,QUESS IN Equity,IDEA IN Equity,BOI IN Equity,FRETAIL IN Equity,ADANIT IN Equity,RIIL IN Equity,BANDHAN IN Equity,IRB IN Equity,BAF IN Equity,RBK IN Equity,PIEL IN Equity,AUBANK IN Equity,CYL IN Equity,ABCAP IN Equity,EDEL IN Equity,NBCC IN Equity,CIFC IN Equity,JSP IN Equity
2020-07-31,LAURUS IN Equity,ICP IN Equity,ARTD IN Equity,AUBANK IN Equity,DN IN Equity,GRAN IN Equity,DFPC IN Equity,BSOFT IN Equity,DIXON IN Equity,MMFS IN Equity,INMART IN Equity,SYNG IN Equity,RINDL IN Equity,JUBLPHARIN Equity,EDEL IN Equity,CYL IN Equity,BHFC IN Equity,MM IN Equity,MUTH IN Equity,AFFLE IN Equity
2020-08-31,DHANI IN Equity,ADE IN Equity,ARTD IN Equity,HMN IN Equity,FRETAIL IN Equity,Z IN Equity,IDFC IN Equity,WH IN Equity,STR IN Equity,TTMT IN Equity,TTMT/A IN Equity,IH IN Equity,BSOFT IN Equity,ADANIGR IN Equity,INMART IN Equity,FEL IN Equity,BHFC IN Equity,DELTA IN Equity,SOTL IN Equity,TATACONS IN Equity
2020-09-30,ADVENZY IN Equity,ADANIGR IN Equity,INMART IN Equity,JBCP IN Equity,NLL IN Equity,DHANI IN Equity,LAURUS IN Equity,MPHL IN Equity,TTMT/A IN Equity,GRAN IN Equity,BSOFT IN Equity,APAT IN Equity,ESCORTS IN Equity,COFORGE IN Equity,DN IN Equity,CDSL IN Equity,TELX IN Equity,STR IN Equity,SEQ IN Equity,HEXW IN Equity
2020-10-30,JUST IN Equity,CGPOWER IN Equity,TELX IN Equity,AUBANK IN Equity,ATGL IN Equity,ADANIGR IN Equity,LTI IN Equity,ABFRL IN Equity,ADE IN Equity,SHTF IN Equity,TANLA IN Equity,JSTL IN Equity,LAURUS IN Equity,IIB IN Equity,CIFC IN Equity,MUTH IN Equity,AMBER IN Equity,APTY IN Equity,DELTA IN Equity,IPCA IN Equity
2020-11-27,TANLA IN Equity,ATGL IN Equity,BJFIN IN Equity,WPL IN Equity,EQUITAS IN Equity,BAF IN Equity,IIB IN Equity,DHANI IN Equity,CIFC IN Equity,TTMT/A IN Equity,TATA IN Equity,MOTHERSOIN Equity,DCBB IN Equity,MMFS IN Equity,IDFC IN Equity,ABCAP IN Equity,TTMT IN Equity,IBREL IN Equity,AACL IN Equity,LTFH IN Equity
2020-12-31,VKI IN Equity,SAIL IN Equity,VEDL IN Equity,SOBHA IN Equity,NJCC IN Equity,APAT IN Equity,ADANI IN Equity,FSOL IN Equity,PSYS IN Equity,IBREL IN Equity,INMART IN Equity,BSOFT IN Equity,CBK IN Equity,GPL IN Equity,TTCH IN Equity,YES IN Equity,WPL IN Equity,ADE IN Equity,BOB IN Equity,BLIS IN Equity
2021-01-29,TELX IN Equity,TTMT IN Equity,TTMT/A IN Equity,RVNL IN Equity,IDFCFB IN Equity,AACL IN Equity,SOLARA IN Equity,SHTF IN Equity,INMART IN Equity,IDFC IN Equity,CYL IN Equity,AL IN Equity,HZ IN Equity,HAVL IN Equity,HMN IN Equity,GRASIM IN Equity,JKCE IN Equity,BHFC IN Equity,APTY IN Equity,AMBER IN Equity
2021-02-26,HCP IN Equity,ADE IN Equity,ADANIT IN Equity,EVRIN IN Equity,TTCH IN Equity,HEG IN Equity,ABCAP IN Equity,GRIL IN Equity,NJCC IN Equity,HNDL IN Equity,MOTHERSOIN Equity,DCIL IN Equity,RCF IN Equity,AFFLE IN Equity,CGPOWER IN Equity,PRJ IN Equity,DN IN Equity,DIXON IN Equity,MMTC IN Equity,GNFC IN Equity
2021-03-31,ATGL IN Equity,INDA IN Equity,ADANI IN Equity,APAT IN Equity,MTCL IN Equity,CANF IN Equity,ADE IN Equity,IDBI IN Equity,ADANIT IN Equity,DN IN Equity,GRASIM IN Equity,JUST IN Equity,PRJ IN Equity,BDE IN Equity,JSTL IN Equity,KKC IN Equity,BEML IN Equity,COFORGE IN Equity,FSOL IN Equity,TATASTL IN Equity
2021-04-30,MORE IN Equity,HEG IN Equity,JSTL IN Equity,SAIL IN Equity,AACL IN Equity,BLA IN Equity,GRIL IN Equity,TATASTL IN Equity,BRCM IN Equity,HCP IN Equity,TML IN Equity,TELX IN Equity,JSP IN Equity,TATA IN Equity,RINDL IN Equity,LAURUS IN Equity,JSW IN Equity,NFIL IN Equity,WPL IN Equity,CDSL IN Equity
2021-05-31,TRPC IN Equity,RPWR IN Equity,BSE IN Equity,RELI IN Equity,REDI IN Equity,MMTC IN Equity,BHEL IN Equity,PRJ IN Equity,ADANIT IN Equity,TCO IN Equity,TATASTL IN Equity,RUPA IN Equity,IBREL IN Equity,WPL IN Equity,FSOL IN Equity,JSAW IN Equity,PSYS IN Equity,ADANIGR IN Equity,COFORGE IN Equity,CDSL IN Equity
2021-06-30,RPWR IN Equity,IOB IN Equity,HMFC IN Equity,CBOI IN Equity,JSW IN Equity,JKPAPER IN Equity,RELI IN Equity,GICHF IN Equity,LAURUS IN Equity,FSOL IN Equity,GRV IN Equity,SIB IN Equity,UFLX IN Equity,APAT IN Equity,GUJGA IN Equity,ADANI IN Equity,BHE IN Equity,TELX IN Equity,POLYCAB IN Equity,COFORGE IN Equity
2021-07-30,JSW IN Equity,TEJASNET IN Equity,BSE IN Equity,CDSL IN Equity,RINDL IN Equity,CENT IN Equity,DHANI IN Equity,IBREL IN Equity,LTTS IN Equity,REDI IN Equity,JKPAPER IN Equity,TATA IN Equity,BLA IN Equity,COFORGE IN Equity,AACL IN Equity,MPHL IN Equity,JSAW IN Equity,ACEM IN Equity,DLFU IN Equity,JKLC IN Equity
2021-08-31,ADANIT IN Equity,ATGL IN Equity,TEJASNET IN Equity,MAXHEALT IN Equity,MTCL IN Equity,BLA IN Equity,APHS IN Equity,KNRC IN Equity,BAF IN Equity,BJFIN IN Equity,KKC IN Equity,IEX IN Equity,SRF IN Equity,CIFC IN Equity,FORH IN Equity,CAMS IN Equity,DLPL IN Equity,LTI IN Equity,TELX IN Equity,PIEL IN Equity
2021-09-30,GPL IN Equity,RELI IN Equity,JSW IN Equity,DELTA IN Equity,OINL IN Equity,TTMT/A IN Equity,IRCTC IN Equity,OBER IN Equity,TRID IN Equity,TEJASNET IN Equity,DLFU IN Equity,IEX IN Equity,BHEL IN Equity,TPWR IN Equity,PNCL IN Equity,ONGC IN Equity,SOIL IN Equity,CENT IN Equity,LTTS IN Equity,RPWR IN Equity
2021-10-29,TRPC IN Equity,TTMT IN Equity,TRID IN Equity,TPWR IN Equity,TTMT/A IN Equity,RDCK IN Equity,CBK IN Equity,INBK IN Equity,BOB IN Equity,JDSL IN Equity,SOIL IN Equity,LTI IN Equity,HCP IN Equity,ABB IN Equity,IIFL IN Equity,IRCTC IN Equity,IRB IN Equity,SBIN IN Equity,IEX IN Equity,DMART IN Equity
2021-11-30,TTLS IN Equity,BCG IN Equity,KPITTECH IN Equity,TRID IN Equity,NIIT IN Equity,APHS IN Equity,KEII IN Equity,SUBX IN Equity,BSE IN Equity,BSOFT IN Equity,ADE IN Equity,IDEA IN Equity,FORH IN Equity,MAXHEALT IN Equity,AISG IN Equity,COFORGE IN Equity,LTTS IN Equity,VEDL IN Equity,SOIL IN Equity,ATGL IN Equity
2021-12-31,TTLS IN Equity,SUEL IN Equity,IDEA IN Equity,BCG IN Equity,TANLA IN Equity,GRIL IN Equity,KPITTECH IN Equity,BSE IN Equity,FLUOROCH IN Equity,GMRI IN Equity,RINDL IN Equity,POONAWAL IN Equity,SRF IN Equity,JDSL IN Equity,CENT IN Equity,PSYS IN Equity,DN IN Equity,MPHL IN Equity,ZENT IN Equity,ANGELONEIN Equity
2022-01-31,JPVL IN Equity,ADANIGR IN Equity,TELX IN Equity,POONAWAL IN Equity,CBK IN Equity,RW IN Equity,ONGC IN Equity,OINL IN Equity,IH IN Equity,ANGELONEIN Equity,SUEL IN Equity,RBK IN Equity,FLUOROCH IN Equity,BRCM IN Equity,TRID IN Equity,ADANIT IN Equity,IRB IN Equity,TPWR IN Equity,BEML IN Equity,CCLP IN Equity
2022-02-28,VEDL IN Equity,GNFC IN Equity,HNDL IN Equity,NACL IN Equity,TATA IN Equity,JSW IN Equity,ADANIT IN Equity,TTAN IN Equity,APHS IN Equity,LAURUS IN Equity,DMART IN Equity,TV18 IN Equity,UNSP IN Equity,BJFIN IN Equity,BHE IN Equity,BSE IN Equity,SOIL IN Equity,MPHL IN Equity,ESCORTS IN Equity,BRGD IN Equity
2022-03-31,GNFC IN Equity,ADANI IN Equity,NIIT IN Equity,BSE IN Equity,TTLS IN Equity,GALK IN Equity,LIIL IN Equity,TELX IN Equity,BCG IN Equity,HSCH IN Equity,ATGL IN Equity,PPC IN Equity,INOL IN Equity,KEII IN Equity,Z IN Equity,DELTA IN Equity,BRCM IN Equity,ADE IN Equity,HEG IN Equity,PSYS IN Equity
2022-04-29,MRPL IN Equity,ADANI IN Equity,ADANIGR IN Equity,RIIL IN Equity,BDL IN Equity,ANGELONEIN Equity,MAXHEALT IN Equity,ADANIT IN Equity,METROHL IN Equity,ADE IN Equity,VBL IN Equity,TIINDIA IN Equity,GICRE IN Equity,ATGL IN Equity,INMART IN Equity,BHE IN Equity,POONAWAL IN Equity,PPC IN Equity,GALK IN Equity,SUEL IN Equity
2022-05-31,RW IN Equity,ADANI IN Equity,HNAL IN Equity,GEXP IN Equity,MRPL IN Equity,FINEORG IN Equity,TELX IN Equity,ZYDUSLIFIN Equity,IGL IN Equity,BDL IN Equity,OINL IN Equity,KEII IN Equity,BRGD IN Equity,Z IN Equity,TTMT IN Equity,IDEA IN Equity,GMRI IN Equity,UNOMINDAIN Equity,MRL IN Equity,INOL IN Equity
2022-06-30,ADANIT IN Equity,TIINDIA IN Equity,TVSL IN Equity,MRPL IN Equity,MRL IN Equity,SUF IN Equity,LIIL IN Equity,OINL IN Equity,DLPL IN Equity,RIIL IN Equity,ADANIGR IN Equity,ADE IN Equity,INOL IN Equity,UNOMINDAIN Equity,ATGL IN Equity,SCHFL IN Equity,SHRS IN Equity,LPC IN Equity,FINEORG IN Equity,TELX IN Equity
2022-07-29,BCG IN Equity,CANF IN Equity,BJFIN IN Equity,HSCH IN Equity,ATGL IN Equity,GPL IN Equity,GNFC IN Equity,ADANIT IN Equity,TATA IN Equity,VEDL IN Equity,CBK IN Equity,HNDL IN Equity,SCHFL IN Equity,CHMB IN Equity,RINDL IN Equity,GSFC IN Equity,ADANI IN Equity,IDFCFB IN Equity,MTCL IN Equity,BDL IN Equity
2022-08-30,JSW IN Equity,MAZDOCKS IN Equity,RELI IN Equity,RBK IN Equity,ADANI IN Equity,IDFCFB IN Equity,ADANIT IN Equity,ADE IN Equity,SUEL IN Equity,IHFL IN Equity,JKPAPER IN Equity,HSCH IN Equity,IGL IN Equity,IBREL IN Equity,ATGL IN Equity,ABB IN Equity,KEII IN Equity,GALK IN Equity,JPVL IN Equity,VBL IN Equity
